Model_Name,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,PR_AUC,Average_Precision,Matthews_Corr_Coef,Cohen_Kappa,Specificity,NPV,FPR,FNR,True_Positives,True_Negatives,False_Positives,False_Negatives,Best_Threshold,Total_Samples,Positive_Samples,Negative_Samples
Triple_16-8-4,0.7203661327231121,0.7206803777847043,0.7009345794392523,0.761070110701107,0.729765590446705,0.79169347892389,0.7809947767263214,0.7813014267373156,0.4426734930472708,0.4410686152974044,0.6802906448683016,0.7430555555555556,0.31970935513169846,0.238929889298893,825,749,352,259,0.45,2185,1084,1101
