Mean_Predicted_Probability,Fraction_of_Positives
0.18407110681375824,0.1144578313253012
0.24652257573724998,0.25252525252525254
0.3539189732946035,0.34219269102990035
0.44806531824246804,0.4292929292929293
0.5517096420628341,0.5376884422110553
0.6398560349757855,0.5615384615384615
0.7716844776828559,0.8193832599118943
0.8030999104181925,0.9333333333333333
