Model_Name,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,PR_AUC,Average_Precision,Matthews_Corr_Coef,Cohen_Kappa,Specificity,NPV,FPR,FNR,True_Positives,True_Negatives,False_Positives,False_Negatives,Best_Threshold,Total_Samples,Positive_Samples,Negative_Samples
Simple_4,0.7162471395881007,0.7165718183067389,0.6966101694915254,0.7583025830258303,0.726148409893993,0.7883000526190549,0.779119604161004,0.7794192225877652,0.43452643706773797,0.4328476932094114,0.6748410535876476,0.7393034825870647,0.32515894641235243,0.24169741697416974,822,743,358,262,0.42,2185,1084,1101
