False_Positive_Rate,True_Positive_Rate,Threshold
0.0,0.0,inf
0.0,0.0009225092250922509,0.81260693
0.0,0.0018450184501845018,0.8069787
0.0009082652134423251,0.0018450184501845018,0.8040397
0.0009082652134423251,0.012915129151291513,0.7944164
0.0018165304268846503,0.012915129151291513,0.79363257
0.0018165304268846503,0.013837638376383764,0.7935278
0.0027247956403269754,0.013837638376383764,0.7931963
0.0027247956403269754,0.014760147601476014,0.7926655
0.0036330608537693005,0.014760147601476014,0.7925873
0.0036330608537693005,0.015682656826568265,0.79248035
0.004541326067211626,0.015682656826568265,0.7922954
0.004541326067211626,0.02214022140221402,0.78832054
0.005449591280653951,0.02214022140221402,0.7875485
0.005449591280653951,0.03782287822878229,0.7840347
0.006357856494096276,0.03782287822878229,0.78363353
0.006357856494096276,0.043357933579335796,0.78283834
0.007266121707538601,0.043357933579335796,0.78268474
0.007266121707538601,0.045202952029520294,0.78243804
0.008174386920980926,0.045202952029520294,0.7823626
0.008174386920980926,0.07011070110701106,0.77714604
0.009082652134423252,0.07011070110701106,0.777013
0.009082652134423252,0.07933579335793357,0.7757746
0.009990917347865577,0.07933579335793357,0.7756896
0.009990917347865577,0.08394833948339483,0.77508676
0.009990917347865577,0.08579335793357934,0.77501434
0.009990917347865577,0.08856088560885608,0.7745348
0.010899182561307902,0.08856088560885608,0.7742127
0.010899182561307902,0.09132841328413284,0.77380013
0.011807447774750226,0.09132841328413284,0.77347994
0.011807447774750226,0.09501845018450185,0.77320474
0.012715712988192553,0.09686346863468635,0.7732045
0.012715712988192553,0.0996309963099631,0.7729567
0.013623978201634877,0.0996309963099631,0.7728245
0.013623978201634877,0.11254612546125461,0.771647
0.014532243415077202,0.11254612546125461,0.7716321
0.014532243415077202,0.1411439114391144,0.76855373
0.015440508628519528,0.1411439114391144,0.7680966
0.015440508628519528,0.1448339483394834,0.7678182
0.01634877384196185,0.1448339483394834,0.7676953
0.01634877384196185,0.14575645756457564,0.76758766
0.01725703905540418,0.14575645756457564,0.76756275
0.01725703905540418,0.14760147601476015,0.7671739
0.018165304268846504,0.14760147601476015,0.7669041
0.018165304268846504,0.15498154981549817,0.76612663
0.01907356948228883,0.15498154981549817,0.7659912
0.01907356948228883,0.15682656826568267,0.76577747
0.019981834695731154,0.15682656826568267,0.76570845
0.019981834695731154,0.16051660516605165,0.7654567
0.019981834695731154,0.16236162361623616,0.765423
0.019981834695731154,0.16328413284132842,0.76539886
0.02089009990917348,0.16328413284132842,0.7651744
0.02089009990917348,0.16974169741697417,0.7642932
0.02089009990917348,0.17158671586715868,0.76421237
0.02089009990917348,0.17250922509225092,0.76405865
0.022706630336058128,0.17250922509225092,0.7639725
0.022706630336058128,0.17343173431734318,0.76386434
0.023614895549500452,0.17343173431734318,0.76382387
0.023614895549500452,0.18081180811808117,0.76328915
0.02452316076294278,0.18173431734317344,0.76321304
0.02452316076294278,0.18357933579335795,0.76276845
0.025431425976385105,0.18357933579335795,0.7627304
0.025431425976385105,0.18911439114391143,0.7623118
0.02633969118982743,0.18911439114391143,0.76220703
0.02633969118982743,0.20202952029520296,0.7610251
0.027247956403269755,0.20202952029520296,0.7607736
0.027247956403269755,0.2047970479704797,0.7602008
0.027247956403269755,0.20756457564575645,0.7600947
0.027247956403269755,0.21217712177121772,0.75938475
0.02815622161671208,0.21217712177121772,0.75937384
0.02815622161671208,0.2140221402214022,0.7593632
0.029064486830154404,0.2140221402214022,0.7593239
0.029064486830154404,0.2158671586715867,0.7593109
0.029064486830154404,0.22785977859778597,0.7575812
0.02997275204359673,0.22878228782287824,0.757236
0.02997275204359673,0.23247232472324722,0.7571128
0.030881017257039057,0.23247232472324722,0.75708497
0.030881017257039057,0.23431734317343172,0.75689363
0.03178928247048138,0.23431734317343172,0.756847
0.03178928247048138,0.2370848708487085,0.75668144
0.0326975476839237,0.2370848708487085,0.7564278
0.0326975476839237,0.2444649446494465,0.7557607
0.03360581289736603,0.2444649446494465,0.7557106
0.03360581289736603,0.2481549815498155,0.75503963
0.03451407811080836,0.2481549815498155,0.7548743
0.03451407811080836,0.2555350553505535,0.75361717
0.035422343324250684,0.2555350553505535,0.7535578
0.035422343324250684,0.257380073800738,0.75343585
0.03633060853769301,0.257380073800738,0.7532601
0.03633060853769301,0.26014760147601473,0.75305605
0.03723887375113533,0.26014760147601473,0.7529853
0.03723887375113533,0.26199261992619927,0.7529567
0.03723887375113533,0.2666051660516605,0.75268066
0.03814713896457766,0.2666051660516605,0.7523003
0.03814713896457766,0.27490774907749077,0.7509824
0.03905540417801998,0.27490774907749077,0.7509433
0.03905540417801998,0.283210332103321,0.7499535
0.03996366939146231,0.283210332103321,0.7499113
0.03996366939146231,0.2859778597785978,0.7496555
0.04087193460490463,0.2859778597785978,0.74962366
0.04087193460490463,0.2896678966789668,0.7491817
0.04178019981834696,0.2896678966789668,0.7491627
0.04178019981834696,0.2915129151291513,0.74885416
0.04268846503178928,0.2915129151291513,0.74871266
0.04268846503178928,0.30350553505535055,0.74767375
0.043596730245231606,0.30350553505535055,0.7475014
0.043596730245231606,0.3053505535055351,0.74745375
0.045413260672116255,0.3053505535055351,0.7474099
0.045413260672116255,0.3081180811808118,0.7473909
0.045413260672116255,0.32011070110701106,0.7462743
0.045413260672116255,0.3238007380073801,0.74599963
0.04632152588555858,0.3238007380073801,0.74591935
0.04632152588555858,0.3348708487084871,0.74509555
0.047229791099000905,0.3348708487084871,0.7448299
0.047229791099000905,0.33579335793357934,0.7447411
0.048138056312443236,0.33579335793357934,0.74471575
0.049954586739327886,0.33579335793357934,0.7446219
0.049954586739327886,0.3376383763837638,0.74437183
0.05086285195277021,0.3376383763837638,0.74435663
0.05086285195277021,0.3385608856088561,0.744315
0.051771117166212535,0.3385608856088561,0.74418694
0.051771117166212535,0.3413284132841328,0.7439257
0.051771117166212535,0.3440959409594096,0.7439012
0.051771117166212535,0.34501845018450183,0.74387026
0.05267938237965486,0.34501845018450183,0.74355173
0.05267938237965486,0.3496309963099631,0.74266934
0.053587647593097185,0.3496309963099631,0.74252397
0.053587647593097185,0.35239852398523985,0.7424689
0.05449591280653951,0.35239852398523985,0.7424599
0.05449591280653951,0.3533210332103321,0.7421997
0.055404178019981834,0.3533210332103321,0.74210197
0.055404178019981834,0.3551660516605166,0.7420936
0.05631244323342416,0.3551660516605166,0.7419715
0.05631244323342416,0.3625461254612546,0.7411511
0.05722070844686648,0.3625461254612546,0.74098694
0.05722070844686648,0.3662361623616236,0.7402718
0.05722070844686648,0.36808118081180813,0.74025553
0.05903723887375113,0.36808118081180813,0.74012995
0.05994550408719346,0.37084870848708484,0.73991776
0.05994550408719346,0.37177121771217714,0.7399124
0.06085376930063579,0.37177121771217714,0.7398171
0.06085376930063579,0.3773062730627306,0.73917115
0.06357856494096276,0.3773062730627306,0.7389442
0.06357856494096276,0.37822878228782286,0.7388547
0.0653950953678474,0.37822878228782286,0.73868
0.0653950953678474,0.3800738007380074,0.7381717
0.06630336058128973,0.3800738007380074,0.73815924
0.06630336058128973,0.3874538745387454,0.73655117
0.06721162579473206,0.3874538745387454,0.7361524
0.06721162579473206,0.39206642066420666,0.7353513
0.0681198910081744,0.39206642066420666,0.7352474
0.0681198910081744,0.3929889298892989,0.73524034
0.06902815622161672,0.3929889298892989,0.73518217
0.06902815622161672,0.3985239852398524,0.73460644
0.06993642143505904,0.3985239852398524,0.7345947
0.06993642143505904,0.3994464944649446,0.73452115
0.07084468664850137,0.3994464944649446,0.7344799
0.07084468664850137,0.40129151291512916,0.7341771
0.07175295186194369,0.40129151291512916,0.73409474
0.07175295186194369,0.40313653136531363,0.73405063
0.07175295186194369,0.4040590405904059,0.7340281
0.07175295186194369,0.4059040590405904,0.7339927
0.07175295186194369,0.4095940959409594,0.733684
0.07266121707538602,0.4095940959409594,0.73363924
0.07266121707538602,0.4123616236162362,0.7331307
0.07356948228882834,0.4123616236162362,0.7327347
0.07356948228882834,0.41789667896678967,0.73198414
0.07356948228882834,0.41974169741697415,0.73178625
0.07356948228882834,0.42343173431734316,0.7313539
0.07538601271571299,0.42343173431734316,0.7313057
0.07538601271571299,0.4252767527675277,0.73101246
0.07538601271571299,0.42712177121771217,0.7309822
0.07538601271571299,0.4308118081180812,0.7305478
0.07629427792915532,0.4308118081180812,0.73018944
0.07629427792915532,0.4317343173431734,0.729135
0.07720254314259764,0.4317343173431734,0.7288161
0.07720254314259764,0.4437269372693727,0.7268735
0.07720254314259764,0.4455719557195572,0.72677934
0.07720254314259764,0.4492619926199262,0.7265947
0.07720254314259764,0.4511070110701107,0.7257236
0.07720254314259764,0.45387453874538747,0.7252829
0.07720254314259764,0.4547970479704797,0.7247884
0.07901907356948229,0.4547970479704797,0.7237848
0.07901907356948229,0.4566420664206642,0.72329605
0.08083560399636694,0.4566420664206642,0.7228145
0.08083560399636694,0.4584870848708487,0.7225715
0.08083560399636694,0.466789667896679,0.7192733
0.08174386920980926,0.466789667896679,0.71906054
0.08174386920980926,0.47509225092250923,0.71411836
0.08356039963669391,0.47509225092250923,0.71379983
0.08356039963669391,0.4769372693726937,0.71358335
0.08446866485013624,0.4769372693726937,0.71341497
0.08446866485013624,0.4797047970479705,0.7129506
0.08537693006357856,0.4797047970479705,0.7119272
0.08537693006357856,0.48154981549815495,0.7114618
0.08628519527702089,0.48247232472324725,0.71129686
0.08628519527702089,0.4833948339483395,0.71129423
0.08719346049046321,0.4833948339483395,0.70935476
0.08719346049046321,0.4843173431734317,0.709208
0.08810172570390554,0.48523985239852396,0.70801085
0.08810172570390554,0.48800738007380073,0.70765394
0.08900999091734786,0.48800738007380073,0.7070793
0.08900999091734786,0.492619926199262,0.70509255
0.08991825613079019,0.492619926199262,0.704492
0.08991825613079019,0.5,0.69964397
0.09445958219800181,0.5,0.69716704
0.09445958219800181,0.5018450184501845,0.6967159
0.09536784741144415,0.5018450184501845,0.696262
0.09536784741144415,0.5027675276752768,0.6956341
0.09627611262488647,0.5027675276752768,0.69430226
0.09627611262488647,0.5055350553505535,0.6932873
0.0971843778383288,0.5055350553505535,0.69207823
0.0971843778383288,0.5064575645756457,0.6913494
0.10172570390554042,0.5064575645756457,0.6878526
0.10172570390554042,0.5083025830258303,0.6854738
0.10263396911898275,0.5083025830258303,0.68462193
0.10263396911898275,0.5119926199261993,0.68127114
0.10626702997275204,0.5119926199261993,0.67920715
0.10626702997275204,0.5138376383763837,0.6782066
0.10717529518619437,0.5138376383763837,0.6772239
0.10717529518619437,0.5175276752767528,0.67228425
0.1080835603996367,0.5175276752767528,0.6697657
0.1080835603996367,0.5202952029520295,0.6658326
0.10899182561307902,0.5202952029520295,0.664185
0.10899182561307902,0.5212177121771218,0.66363704
0.11080835603996367,0.5212177121771218,0.65976655
0.11080835603996367,0.5230627306273062,0.65796393
0.11171662125340599,0.5230627306273062,0.65785277
0.11171662125340599,0.5267527675276753,0.65284264
0.11353315168029064,0.5267527675276753,0.6400417
0.11353315168029064,0.5285977859778598,0.6381354
0.11534968210717529,0.5285977859778598,0.6361861
0.11534968210717529,0.5295202952029521,0.6361038
0.11625794732061762,0.5295202952029521,0.6324438
0.11625794732061762,0.5304428044280443,0.6316911
0.11716621253405994,0.5304428044280443,0.6304928
0.11716621253405994,0.5313653136531366,0.62848514
0.11807447774750227,0.5313653136531366,0.62794185
0.11807447774750227,0.5322878228782287,0.6274651
0.11898274296094459,0.5322878228782287,0.6270368
0.11898274296094459,0.5378228782287823,0.6207199
0.12079927338782924,0.5378228782287823,0.61857533
0.12079927338782924,0.5396678966789668,0.6177138
0.12170753860127158,0.5396678966789668,0.6151715
0.12170753860127158,0.5433579335793358,0.6124071
0.1226158038147139,0.5433579335793358,0.61150396
0.1226158038147139,0.544280442804428,0.6105946
0.12352406902815623,0.544280442804428,0.61045647
0.12352406902815623,0.5461254612546126,0.6104466
0.12352406902815623,0.5470479704797048,0.6102578
0.12443233424159855,0.5470479704797048,0.6080501
0.12443233424159855,0.551660516605166,0.60201865
0.12534059945504086,0.551660516605166,0.6015065
0.12534059945504086,0.5525830258302583,0.59849286
0.1262488646684832,0.5535055350553506,0.5982239
0.1262488646684832,0.5544280442804428,0.59794414
0.1271571298819255,0.5544280442804428,0.5968753
0.1271571298819255,0.5553505535055351,0.59656847
0.12806539509536785,0.5553505535055351,0.5955701
0.12806539509536785,0.5599630996309963,0.5883831
0.12897366030881016,0.5608856088560885,0.58795524
0.12897366030881016,0.5636531365313653,0.58481574
0.1298819255222525,0.5636531365313653,0.58444524
0.1298819255222525,0.5645756457564576,0.58416736
0.1335149863760218,0.566420664206642,0.58364034
0.1344232515894641,0.5673431734317343,0.58209467
0.13533151680290645,0.5673431734317343,0.58157086
0.13533151680290645,0.5701107011070111,0.5808608
0.1362397820163488,0.5701107011070111,0.58041286
0.1362397820163488,0.5738007380073801,0.5791771
0.13805631244323344,0.5747232472324724,0.57887405
0.13896457765667575,0.5747232472324724,0.57731503
0.13896457765667575,0.5756457564575646,0.57650256
0.1407811080835604,0.5756457564575646,0.57557464
0.14259763851044505,0.5756457564575646,0.5750643
0.14259763851044505,0.5765682656826568,0.5743831
0.14350590372388738,0.5765682656826568,0.57326204
0.14713896457765668,0.577490774907749,0.5727772
0.14713896457765668,0.5793357933579336,0.5724103
0.148047229791099,0.5793357933579336,0.57175946
0.148047229791099,0.5802583025830258,0.570927
0.14895549500454133,0.5802583025830258,0.56891024
0.14895549500454133,0.5811808118081181,0.5685742
0.1516802906448683,0.5811808118081181,0.56684387
0.1516802906448683,0.5885608856088561,0.560932
0.15258855585831063,0.5885608856088561,0.5606921
0.15258855585831063,0.5894833948339483,0.55965865
0.15349682107175294,0.5922509225092251,0.5593996
0.16167120799273388,0.5922509225092251,0.55602574
0.16167120799273388,0.5931734317343174,0.55544335
0.16257947320617622,0.5931734317343174,0.5553829
0.16257947320617622,0.5950184501845018,0.5539124
0.16257947320617622,0.5968634686346863,0.5534746
0.16257947320617622,0.5977859778597786,0.5534111
0.16530426884650318,0.5977859778597786,0.5529705
0.16530426884650318,0.6070110701107011,0.5474894
0.16712079927338783,0.6070110701107011,0.54700166
0.16712079927338783,0.6079335793357934,0.5467472
0.16802906448683017,0.6079335793357934,0.54666066
0.16802906448683017,0.6088560885608856,0.5455273
0.16984559491371481,0.6088560885608856,0.54445887
0.16984559491371481,0.6134686346863468,0.54250884
0.17075386012715713,0.6134686346863468,0.5422417
0.17075386012715713,0.6162361623616236,0.54149413
0.17166212534059946,0.6162361623616236,0.54129905
0.17166212534059946,0.6171586715867159,0.5408727
0.17257039055404177,0.6180811808118081,0.5405331
0.17257039055404177,0.6190036900369004,0.54023343
0.17529518619436876,0.6190036900369004,0.53910685
0.1771117166212534,0.6208487084870848,0.5374819
0.1771117166212534,0.6226937269372693,0.53716874
0.17801998183469572,0.6226937269372693,0.5371483
0.17983651226158037,0.6236162361623616,0.5371433
0.1807447774750227,0.6236162361623616,0.5370175
0.1807447774750227,0.6254612546125461,0.5369689
0.1807447774750227,0.6273062730627307,0.53579605
0.18165304268846502,0.6291512915129152,0.5357325
0.18165304268846502,0.6300738007380073,0.535636
0.18256130790190736,0.6300738007380073,0.53538716
0.18256130790190736,0.6309963099630996,0.5353571
0.18346957311534967,0.6309963099630996,0.5340388
0.18346957311534967,0.6346863468634686,0.5320534
0.18346957311534967,0.6365313653136532,0.5318134
0.18891916439600362,0.6365313653136532,0.52981985
0.18891916439600362,0.6374538745387454,0.5297781
0.18982742960944596,0.6374538745387454,0.529593
0.18982742960944596,0.6383763837638377,0.5293466
0.1907356948228883,0.6383763837638377,0.52907455
0.1907356948228883,0.6402214022140221,0.5286783
0.19255222524977295,0.6402214022140221,0.52857816
0.19255222524977295,0.6420664206642066,0.52832884
0.19346049046321526,0.6429889298892989,0.5282514
0.19346049046321526,0.6439114391143912,0.52807343
0.1943687556766576,0.6439114391143912,0.5278633
0.1943687556766576,0.6448339483394834,0.5276552
0.19618528610354224,0.6448339483394834,0.5269295
0.19618528610354224,0.6457564575645757,0.5263448
0.19709355131698456,0.6485239852398524,0.5262717
0.1980018165304269,0.6485239852398524,0.5258898
0.1980018165304269,0.6512915129151291,0.525105
0.1989100817438692,0.6512915129151291,0.52502906
0.1989100817438692,0.6531365313653137,0.52488285
0.1989100817438692,0.6540590405904059,0.52439517
0.19981834695731154,0.6540590405904059,0.5241287
0.19981834695731154,0.6559040590405905,0.52380395
0.20072661217075385,0.6559040590405905,0.52334875
0.20072661217075385,0.6577490774907749,0.52303255
0.2025431425976385,0.6577490774907749,0.5227572
0.2025431425976385,0.6586715867158671,0.5226367
0.20345140781108084,0.6586715867158671,0.5225295
0.20345140781108084,0.6605166051660517,0.5224357
0.20345140781108084,0.6623616236162362,0.521876
0.2061762034514078,0.6623616236162362,0.5214966
0.20799273387829245,0.6623616236162362,0.5213704
0.2089009990917348,0.6623616236162362,0.520044
0.2089009990917348,0.6642066420664207,0.51930916
0.21162579473206175,0.6642066420664207,0.5187466
0.21162579473206175,0.665129151291513,0.5181494
0.21435059037238874,0.665129151291513,0.5167797
0.21435059037238874,0.6660516605166051,0.51667714
0.21435059037238874,0.6688191881918819,0.51659745
0.21435059037238874,0.672509225092251,0.5150677
0.21525885558583105,0.672509225092251,0.514891
0.21525885558583105,0.6743542435424354,0.51376176
0.21707538601271573,0.6743542435424354,0.5124943
0.21707538601271573,0.6752767527675276,0.5124515
0.21798365122615804,0.6752767527675276,0.51208484
0.21798365122615804,0.6761992619926199,0.5114499
0.2198001816530427,0.6761992619926199,0.51100516
0.2198001816530427,0.6771217712177122,0.5100411
0.22161671207992734,0.6771217712177122,0.5096202
0.22252497729336967,0.6780442804428044,0.50932324
0.22524977293369663,0.6780442804428044,0.5076438
0.22524977293369663,0.6789667896678967,0.5075428
0.22615803814713897,0.6789667896678967,0.5071502
0.22615803814713897,0.6798892988929889,0.50702864
0.22615803814713897,0.6817343173431735,0.50680774
0.22615803814713897,0.683579335793358,0.50663835
0.22797456857402362,0.683579335793358,0.50603867
0.22797456857402362,0.6845018450184502,0.50590706
0.22979109900090827,0.6845018450184502,0.5058068
0.22979109900090827,0.6854243542435424,0.5053663
0.23069936421435058,0.6854243542435424,0.50523746
0.23069936421435058,0.6863468634686347,0.5050522
0.23251589464123523,0.6863468634686347,0.50344163
0.23251589464123523,0.6881918819188192,0.50329846
0.23433242506811988,0.6881918819188192,0.5027662
0.23433242506811988,0.690959409594096,0.50153947
0.23524069028156222,0.690959409594096,0.5011077
0.23524069028156222,0.6928044280442804,0.50059986
0.23796548592188918,0.6928044280442804,0.49951556
0.23796548592188918,0.6937269372693727,0.49942663
0.24069028156221617,0.6937269372693727,0.49830815
0.24069028156221617,0.6955719557195572,0.49794304
0.24250681198910082,0.6955719557195572,0.4977395
0.24250681198910082,0.6964944649446494,0.49771592
0.24432334241598547,0.6964944649446494,0.49750698
0.24432334241598547,0.6992619926199262,0.49716502
0.2452316076294278,0.6992619926199262,0.49689013
0.2452316076294278,0.7001845018450185,0.49687576
0.24613987284287012,0.7001845018450185,0.4963654
0.24613987284287012,0.7011070110701108,0.49632278
0.25158946412352406,0.7011070110701108,0.4916801
0.25158946412352406,0.7029520295202952,0.49077192
0.25340599455040874,0.7029520295202952,0.49063677
0.25340599455040874,0.7047970479704797,0.49005482
0.25522252497729336,0.7047970479704797,0.48973283
0.25522252497729336,0.705719557195572,0.4896882
0.2561307901907357,0.7066420664206642,0.48960233
0.2561307901907357,0.7084870848708487,0.4891584
0.2579473206176203,0.7084870848708487,0.4887307
0.2579473206176203,0.709409594095941,0.48856726
0.259763851044505,0.709409594095941,0.4884572
0.259763851044505,0.7121771217712177,0.48753148
0.26067211625794734,0.7121771217712177,0.48713592
