Mean_Predicted_Probability,Fraction_of_Positives
0.17959800144664856,0.14624505928853754
0.2457041377775477,0.25118483412322273
0.35820893857214187,0.36444444444444446
0.456108351837505,0.3927272727272727
0.5419160303843282,0.5583941605839416
0.6549676334371373,0.6020408163265306
0.7526697371687208,0.8444444444444444
0.8042537569999695,0.875
