Epoch,Training_Loss,Validation_Loss,Training_Accuracy,Validation_Accuracy,Training_Precision,Validation_Precision,Training_Recall,Validation_Recall
22,0.591077983379364,0.5637735724449158,0.7054951190948486,0.7305492162704468,0.7326799631118774,0.7744845151901245,0.63114994764328,0.6700111627578735
23,0.5888981223106384,0.5603188872337341,0.7014882564544678,0.7259725332260132,0.7200652360916138,0.7612500190734863,0.6425036191940308,0.6789297461509705
24,0.5922799110412598,0.5627192854881287,0.7010589838027954,0.7248283624649048,0.7209454774856567,0.7599999904632568,0.6393013000488281,0.6778149604797363
25,0.5869517922401428,0.5609487295150757,0.7054951190948486,0.725400447845459,0.7228876948356628,0.7602996230125427,0.6500727534294128,0.6789297461509705
26,0.5887293219566345,0.5615645051002502,0.7067830562591553,0.7242562770843506,0.7267670035362244,0.7590512037277222,0.6465793251991272,0.6778149604797363
27,0.5909463763237,0.562798023223877,0.6977676153182983,0.7248283624649048,0.7145637273788452,0.7606516480445862,0.6413391828536987,0.6767001152038574
28,0.5884110927581787,0.5615952014923096,0.7032054662704468,0.7242562770843506,0.7224583029747009,0.760351300239563,0.6433770060539246,0.6755852699279785
29,0.5880203247070312,0.5588552951812744,0.7057813405990601,0.7219679355621338,0.7230669856071472,0.7461077570915222,0.6506550312042236,0.694537341594696
30,0.5901690721511841,0.5618439316749573,0.7037779092788696,0.7248283624649048,0.7196652889251709,0.756157636642456,0.6509461402893066,0.6845039129257202
31,0.5872459411621094,0.5602111220359802,0.7077847719192505,0.725400447845459,0.7254775166511536,0.7558282017707825,0.6524017453193665,0.6867335438728333
32,0.5849886536598206,0.5590680837631226,0.704064130783081,0.7231121063232422,0.7216996550559998,0.7539975643157959,0.647743821144104,0.6833890676498413
33,0.5851202607154846,0.5611300468444824,0.7064968347549438,0.7265446186065674,0.7254071831703186,0.7628607153892517,0.64832603931427,0.6778149604797363
34,0.5872994065284729,0.5625637769699097,0.7047796249389648,0.7248283624649048,0.7230169177055359,0.7567901015281677,0.647452712059021,0.6833890676498413
35,0.5861937999725342,0.558384895324707,0.7073554396629333,0.7231121063232422,0.7243382930755615,0.752136766910553,0.6532751321792603,0.6867335438728333
36,0.5900686979293823,0.5625742077827454,0.7020606994628906,0.731121301651001,0.7180148363113403,0.7754838466644287,0.648617148399353,0.6700111627578735
37,0.5896137952804565,0.5609540939331055,0.7062106728553772,0.7299771308898926,0.7231912016868591,0.7734877467155457,0.6518195271492004,0.6700111627578735
38,0.5866556763648987,0.5584443211555481,0.7027761936187744,0.7248283624649048,0.7216057181358337,0.756157636642456,0.6436681151390076,0.6845039129257202
39,0.589405357837677,0.5584606528282166,0.7033485770225525,0.7231121063232422,0.7192530632019043,0.752136766910553,0.6503639221191406,0.6867335438728333
40,0.5879479050636292,0.558965265750885,0.7082141041755676,0.7236841917037964,0.7245817184448242,0.7512136101722717,0.6556040644645691,0.6900780200958252
41,0.5879483819007874,0.5578863620758057,0.7037779092788696,0.7259725332260132,0.7149606347084045,0.7593052387237549,0.6608442664146423,0.6822742223739624
42,0.5884725451469421,0.559313952922821,0.7023468613624573,0.7299771308898926,0.7247098088264465,0.7727856040000916,0.6360989809036255,0.6711259484291077
43,0.5840854048728943,0.5583221316337585,0.7082141041755676,0.7265446186065674,0.7203282713890076,0.7596034407615662,0.664337694644928,0.6833890676498413
44,0.5853010416030884,0.5579028725624084,0.7036347985267639,0.7236841917037964,0.7212848663330078,0.7530562281608582,0.6471615433692932,0.6867335438728333
45,0.5882303714752197,0.5592283606529236,0.7019175887107849,0.7242562770843506,0.7172236442565918,0.7515151500701904,0.6497816443443298,0.6911928653717041
46,0.5822445750236511,0.5572152733802795,0.7066399455070496,0.7231121063232422,0.720471203327179,0.750911295413971,0.6588063836097717,0.6889632344245911
47,0.5853837728500366,0.5603767037391663,0.7049227356910706,0.7299771308898926,0.7164932489395142,0.7749029994010925,0.6614264845848083,0.6677814722061157
48,0.5852676630020142,0.559149980545044,0.7099313139915466,0.725400447845459,0.7239185571670532,0.7577255964279175,0.6625909805297852,0.6833890676498413
49,0.5862241387367249,0.5593193173408508,0.7066399455070496,0.725400447845459,0.7238926887512207,0.7577255964279175,0.6518195271492004,0.6833890676498413
50,0.585342288017273,0.5577426552772522,0.7073554396629333,0.725400447845459,0.7217613458633423,0.7564575672149658,0.6585152745246887,0.6856187582015991
51,0.5869981646537781,0.5586549043655396,0.7036347985267639,0.725400447845459,0.7183098793029785,0.7577255964279175,0.6532751321792603,0.6833890676498413
52,0.5867226719856262,0.5583724975585938,0.7089295983314514,0.7271167039871216,0.7237304449081421,0.762499988079071,0.6596797704696655,0.6800445914268494
53,0.5848621129989624,0.5596882700920105,0.7027761936187744,0.7305492162704468,0.7127193212509155,0.7780678868293762,0.6622998714447021,0.6644369959831238
54,0.5846434831619263,0.5584235191345215,0.7030624151229858,0.72826087474823,0.7196382284164429,0.7657430768013,0.648617148399353,0.6778149604797363
55,0.5862979292869568,0.5590881109237671,0.7054951190948486,0.72826087474823,0.7189189195632935,0.7617865800857544,0.6582241654396057,0.6845039129257202
56,0.5882376432418823,0.5617267489433289,0.704064130783081,0.7288329601287842,0.7170530557632446,0.7660377621650696,0.6573507785797119,0.6789297461509705
57,0.5847176909446716,0.5622366666793823,0.7064968347549438,0.7305492162704468,0.7169278860092163,0.7780678868293762,0.6657932996749878,0.6644369959831238
58,0.585334300994873,0.5573194026947021,0.7010589838027954,0.7294050455093384,0.7129746675491333,0.767002522945404,0.6558951735496521,0.6789297461509705
59,0.5855046510696411,0.5603774785995483,0.7109330296516418,0.7271167039871216,0.7303810119628906,0.7638190984725952,0.6529839634895325,0.6778149604797363
60,0.5841230154037476,0.5584675669670105,0.7067830562591553,0.72826087474823,0.7181990146636963,0.769132673740387,0.664046585559845,0.6722407937049866
61,0.5862207412719727,0.5559564828872681,0.7029193043708801,0.7231121063232422,0.7194058895111084,0.7455410361289978,0.648617148399353,0.6989966630935669
62,0.5844588279724121,0.5598095059394836,0.7060675621032715,0.7288329601287842,0.7163898348808289,0.7708066701889038,0.6655021905899048,0.6711259484291077
63,0.585134744644165,0.5581493973731995,0.7030624151229858,0.72826087474823,0.7203499674797058,0.7705128192901611,0.6471615433692932,0.6700111627578735
64,0.5839060544967651,0.5606890320777893,0.7073554396629333,0.7288329601287842,0.7239046096801758,0.7816244959831238,0.6541484594345093,0.654403567314148
65,0.583716630935669,0.558255136013031,0.7056382298469543,0.7299771308898926,0.7216859459877014,0.7734877467155457,0.6529839634895325,0.6700111627578735
66,0.5809447169303894,0.5572580099105835,0.7066399455070496,0.7294050455093384,0.7220262885093689,0.7683544158935547,0.6556040644645691,0.6767001152038574
67,0.5849147439002991,0.5589988827705383,0.7050658464431763,0.7259725332260132,0.7216129302978516,0.7599502205848694,0.6512372493743896,0.6811594367027283
68,0.5847833752632141,0.5559870004653931,0.704064130783081,0.7242562770843506,0.7190003395080566,0.7515151500701904,0.6532751321792603,0.6911928653717041
69,0.5871239900588989,0.5564228892326355,0.7030624151229858,0.7248283624649048,0.7154626250267029,0.751207709312439,0.6573507785797119,0.6934224963188171
70,0.5861778855323792,0.5594154000282288,0.7060675621032715,0.7288329601287842,0.719275951385498,0.7722007632255554,0.6593886613845825,0.6688963174819946
71,0.5855239033699036,0.5624452829360962,0.7087864875793457,0.7299771308898926,0.7240716814994812,0.7860026955604553,0.6585152745246887,0.651059091091156
72,0.5848178863525391,0.5587122440338135,0.7083571553230286,0.725400447845459,0.7253952622413635,0.7583643198013306,0.6544395685195923,0.6822742223739624
73,0.5824556946754456,0.5570489764213562,0.7115054130554199,0.7271167039871216,0.7267497777938843,0.7611940503120422,0.6620087623596191,0.6822742223739624
74,0.5855519771575928,0.555836021900177,0.7057813405990601,0.7248283624649048,0.7224911451339722,0.7536585330963135,0.6518195271492004,0.6889632344245911
75,0.5881064534187317,0.5607151985168457,0.705208957195282,0.7288329601287842,0.7212745547294617,0.7750325202941895,0.6524017453193665,0.6644369959831238
76,0.5823521018028259,0.5567611455917358,0.7074985504150391,0.7271167039871216,0.7242825031280518,0.7618454098701477,0.6538573503494263,0.6811594367027283
77,0.5848551988601685,0.5568981170654297,0.7062106728553772,0.725400447845459,0.7214743494987488,0.7533414363861084,0.6553129553794861,0.6911928653717041
78,0.5801631808280945,0.5587727427482605,0.7067830562591553,0.7271167039871216,0.7183364629745483,0.7741514444351196,0.663755476474762,0.6610925197601318
79,0.5844324827194214,0.5586717128753662,0.7056382298469543,0.7276887893676758,0.7224015593528748,0.7709137797355652,0.6515283584594727,0.6677814722061157
80,0.5868264436721802,0.5581474900245667,0.7083571553230286,0.7265446186065674,0.7277469635009766,0.7628607153892517,0.6497816443443298,0.6778149604797363
81,0.5873826146125793,0.5604084134101868,0.7063537240028381,0.7276887893676758,0.7221329808235168,0.7751634120941162,0.6544395685195923,0.6610925197601318
82,0.5836731195449829,0.5582910180091858,0.7023468613624573,0.72826087474823,0.7159706950187683,0.7719072103500366,0.6538573503494263,0.6677814722061157
83,0.5851457715034485,0.5589026808738708,0.7054951190948486,0.7276887893676758,0.7193373441696167,0.7681528925895691,0.6573507785797119,0.6722407937049866
84,0.5862600207328796,0.557449460029602,0.7056382298469543,0.7259725332260132,0.7199872136116028,0.7573891878128052,0.6564774513244629,0.6856187582015991
85,0.585534930229187,0.5585339069366455,0.7085002660751343,0.7299771308898926,0.7220457196235657,0.7686472535133362,0.6617175936698914,0.6778149604797363
86,0.5842472314834595,0.5562338829040527,0.7062106728553772,0.7242562770843506,0.7217586636543274,0.7515151500701904,0.6547307372093201,0.6911928653717041
87,0.5799933075904846,0.5552557706832886,0.7067830562591553,0.7248283624649048,0.7173776626586914,0.7536585330963135,0.6657932996749878,0.6889632344245911
88,0.5844013690948486,0.5557215213775635,0.7062106728553772,0.7248283624649048,0.7206258177757263,0.7530413866043091,0.6570596694946289,0.6900780200958252
89,0.5838397145271301,0.5593767762184143,0.7053520083427429,0.7259725332260132,0.7158092856407166,0.7612500190734863,0.664337694644928,0.6789297461509705
90,0.583932101726532,0.5581238865852356,0.7022037506103516,0.72826087474823,0.7164322137832642,0.7726098299026489,0.6524017453193665,0.6666666865348816
91,0.5855377912521362,0.5583666563034058,0.70864337682724,0.7276887893676758,0.7280730605125427,0.7608426213264465,0.6500727534294128,0.6845039129257202
92,0.5867199301719666,0.5577283501625061,0.7036347985267639,0.7271167039871216,0.711932897567749,0.7599009871482849,0.6669577956199646,0.6845039129257202
93,0.5845650434494019,0.5574184656143188,0.7046365141868591,0.7271167039871216,0.7168617248535156,0.7638190984725952,0.6596797704696655,0.6778149604797363
94,0.5863521099090576,0.5597358345985413,0.7059244513511658,0.7276887893676758,0.715624988079071,0.7688378095626831,0.6666666865348816,0.6711259484291077
95,0.581850528717041,0.5577242374420166,0.706926167011261,0.7271167039871216,0.7203686237335205,0.7618454098701477,0.6599708795547485,0.6811594367027283
96,0.5834689736366272,0.5577871203422546,0.7070692777633667,0.7265446186065674,0.7238709926605225,0.7433217167854309,0.6532751321792603,0.7134894132614136
97,0.5841001272201538,0.5555961728096008,0.7026330828666687,0.7294050455093384,0.7110419869422913,0.7617284059524536,0.6655021905899048,0.6878483891487122
98,0.5859420895576477,0.557121753692627,0.7056382298469543,0.7271167039871216,0.7201278209686279,0.7638190984725952,0.6561863422393799,0.6778149604797363
99,0.5826631784439087,0.5555514693260193,0.7060675621032715,0.7294050455093384,0.7185818552970886,0.7683544158935547,0.6608442664146423,0.6767001152038574
100,0.5831656455993652,0.5571393966674805,0.7106468081474304,0.72826087474823,0.7249283790588379,0.7650753855705261,0.6628820896148682,0.6789297461509705
