Mean_Predicted_Probability,Fraction_of_Positives
0.18191898956492142,0.14864864864864866
0.24917871626576626,0.23224568138195778
0.3440601107997632,0.3211009174311927
0.44210622574865205,0.4381443298969072
0.5506079881452024,0.546875
0.6524096917194925,0.6496815286624203
0.7613503309949559,0.8174204355108877
0.8092435881113395,0.8589743589743589
