Mean_Predicted_Probability,Fraction_of_Positives
0.181364358408646,0.1761006289308176
0.2532968571159377,0.208955223880597
0.3402484287059188,0.313953488372093
0.4396569986073744,0.44642857142857145
0.5542994516737321,0.5058823529411764
0.6428535655140877,0.6397058823529411
0.7775082976173541,0.8083989501312336
0.8213742422899138,0.8471760797342193
