Model_Name,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,PR_AUC,Average_Precision,Matthews_Corr_Coef,Cohen_Kappa,Specificity,NPV,FPR,FNR,True_Positives,True_Negatives,False_Positives,False_Negatives,Best_Threshold,Total_Samples,Positive_Samples,Negative_Samples
Triple_16-8-4,0.6929061784897025,0.6938739857425822,0.6517266715650257,0.8182656826568265,0.725562372188139,0.7837884713997003,0.7687497517490268,0.7692031239750176,0.40000476663392726,0.38698453010168177,0.5694822888283378,0.7609223300970874,0.4305177111716621,0.18173431734317344,887,627,474,197,0.35000000000000003,2185,1084,1101
