Recall,Precision,Threshold
1.0,0.49610983981693363,0.14776532351970673
1.0,0.49633699633699635,0.1479695737361908
1.0,0.49656436097114065,0.15046532452106476
1.0,0.49679193400549954,0.15464752912521362
1.0,0.49701971572673087,0.1558588147163391
0.9990774907749077,0.49678899082568806,0.16039901971817017
0.9990774907749077,0.49701698026617713,0.16047324240207672
0.9990774907749077,0.4972451790633609,0.1634414941072464
0.9990774907749077,0.49747358750574183,0.16346262395381927
0.9990774907749077,0.4977022058823529,0.16889669001102448
0.9981549815498155,0.4974712643678161,0.16988500952720642
0.9981549815498155,0.49770009199632015,0.17011184990406036
0.9981549815498155,0.4979291302346986,0.1705576330423355
0.9981549815498155,0.498158379373849,0.17200201749801636
0.9981549815498155,0.49838783970520495,0.1722617894411087
0.9981549815498155,0.4986175115207373,0.1729152947664261
0.9981549815498155,0.4988473951129553,0.1742364466190338
0.9981549815498155,0.49907749077490776,0.1747356355190277
0.9981549815498155,0.4993077988001846,0.17525944113731384
0.9981549815498155,0.4995383194829178,0.17537102103233337
0.9981549815498155,0.4997690531177829,0.17614546418190002
0.9981549815498155,0.5,0.17673298716545105
0.9981549815498155,0.5002311604253352,0.1781223565340042
0.9981549815498155,0.5004625346901017,0.17813917994499207
0.9981549815498155,0.5006941230911615,0.1791958212852478
0.9972324723247232,0.500462962962963,0.17938774824142456
0.9972324723247232,0.5006947660954145,0.17989957332611084
0.9972324723247232,0.5009267840593142,0.18045446276664734
0.9972324723247232,0.5011590171534539,0.18109776079654694
0.996309963099631,0.5009276437847866,0.1812315732240677
0.9953874538745388,0.5006960556844547,0.1814948171377182
0.9953874538745388,0.5009285051067781,0.18165676295757294
0.9953874538745388,0.5013940520446096,0.18222962319850922
0.9953874538745388,0.501627150162715,0.18314360082149506
0.9953874538745388,0.501860465116279,0.18348681926727295
0.9944649446494465,0.501628664495114,0.1836911141872406
0.9944649446494465,0.5018621973929237,0.18376481533050537
0.9944649446494465,0.5023299161230196,0.18382658064365387
0.9944649446494465,0.5025641025641026,0.1838662028312683
0.9944649446494465,0.5027985074626866,0.18426217138767242
0.9944649446494465,0.5030331311245917,0.18477904796600342
0.9944649446494465,0.5032679738562091,0.18515729904174805
0.9944649446494465,0.5035030359645025,0.18615084886550903
0.9944649446494465,0.5037383177570094,0.1867721974849701
0.9944649446494465,0.503973819541842,0.186937153339386
0.9944649446494465,0.5042095416276894,0.18703509867191315
0.9935424354243543,0.5039775386055217,0.18721772730350494
0.9935424354243543,0.5042134831460674,0.18730001151561737
0.9935424354243543,0.5044496487119438,0.18822818994522095
0.9935424354243543,0.5046860356138707,0.18858873844146729
0.9935424354243543,0.5049226441631505,0.1898445188999176
0.992619926199262,0.5046904315196998,0.1918165683746338
0.992619926199262,0.5049272641952135,0.1923726350069046
0.9916974169741697,0.5046948356807511,0.19261635839939117
0.9916974169741697,0.5049318929074683,0.19301337003707886
0.9916974169741697,0.5051691729323309,0.1932913213968277
0.9916974169741697,0.5054066760695816,0.193653866648674
0.9916974169741697,0.5056444026340545,0.19402971863746643
0.9916974169741697,0.5058823529411764,0.19446681439876556
0.9916974169741697,0.506120527306968,0.19573092460632324
0.9916974169741697,0.5063589260480452,0.1959303468465805
0.9916974169741697,0.5065975494816211,0.19668398797512054
0.9916974169741697,0.5068363979255068,0.19679877161979675
0.9907749077490775,0.5066037735849057,0.19756992161273956
0.9907749077490775,0.5068428504011326,0.19786126911640167
0.9898523985239852,0.5066100094428706,0.1979292780160904
0.9898523985239852,0.5068493150684932,0.19827121496200562
0.9898523985239852,0.5070888468809074,0.19848012924194336
0.9898523985239852,0.5073286052009456,0.19848103821277618
0.9898523985239852,0.5075685903500473,0.19852055609226227
0.9898523985239852,0.5078088026502603,0.19888907670974731
0.9898523985239852,0.5080492424242424,0.19962044060230255
0.9898523985239852,0.5082899099952629,0.2002803087234497
0.9898523985239852,0.5085308056872038,0.20038627088069916
0.988929889298893,0.5082977714556662,0.20063821971416473
0.988929889298893,0.50853889943074,0.20192192494869232
0.988929889298893,0.5087802562885619,0.20200839638710022
0.988929889298893,0.5090218423551757,0.20289093255996704
0.9880073800738007,0.5087885985748218,0.20310723781585693
0.9880073800738007,0.5090304182509505,0.20334945619106293
0.9880073800738007,0.5092724679029957,0.20347049832344055
0.9880073800738007,0.5095147478591817,0.20365232229232788
0.9880073800738007,0.509757258448358,0.2037394642829895
0.9880073800738007,0.51,0.2047272026538849
0.9880073800738007,0.5102429728442115,0.20475395023822784
0.9880073800738007,0.5104861773117254,0.20507313311100006
0.9880073800738007,0.5107296137339056,0.2055809646844864
0.9870848708487084,0.5104961832061069,0.20590698719024658
0.9870848708487084,0.5107398568019093,0.20592768490314484
0.9870848708487084,0.5109837631327603,0.20636236667633057
0.9861623616236163,0.5107501194457716,0.20637613534927368
0.9861623616236163,0.5109942638623327,0.20641779899597168
0.9861623616236163,0.5112386417981827,0.20747801661491394
0.9861623616236163,0.5114832535885168,0.20751574635505676
0.9861623616236163,0.5117280995691719,0.20775488018989563
0.9861623616236163,0.5119731800766284,0.20790289342403412
0.9861623616236163,0.5122184954480115,0.20795056223869324
0.9861623616236163,0.512464046021093,0.20814986526966095
0.9861623616236163,0.5127098321342926,0.2083258032798767
0.9861623616236163,0.5129558541266794,0.20840255916118622
0.9861623616236163,0.5132021123379741,0.20851008594036102
0.9861623616236163,0.5134486071085494,0.2085375189781189
0.9861623616236163,0.513695338779433,0.2085885852575302
0.9861623616236163,0.5139423076923076,0.20892976224422455
0.9861623616236163,0.5141895141895142,0.20932810008525848
0.9861623616236163,0.5144369586140519,0.20959411561489105
0.9861623616236163,0.5146846413095811,0.2096743881702423
0.9861623616236163,0.5149325626204239,0.20968036353588104
0.9861623616236163,0.5151807228915662,0.2102188616991043
0.9861623616236163,0.5154291224686596,0.2105177789926529
0.985239852398524,0.5151953690303908,0.21058979630470276
0.985239852398524,0.51569290197972,0.21074295043945312
0.985239852398524,0.5159420289855072,0.21094752848148346
0.9833948339483395,0.5154738878143134,0.21166974306106567
0.9824723247232472,0.5152394775036284,0.2117004245519638
0.981549815498155,0.5150048402710552,0.2119089514017105
0.981549815498155,0.5152542372881356,0.2124471664428711
0.981549815498155,0.5157537566650509,0.21272866427898407
0.981549815498155,0.516003879728419,0.21279442310333252
0.981549815498155,0.5162542455118875,0.21290241181850433
0.981549815498155,0.5167557066537154,0.21313583850860596
0.981549815498155,0.5170068027210885,0.21317675709724426
0.981549815498155,0.5172581429265921,0.21360176801681519
0.981549815498155,0.5175097276264592,0.21364083886146545
0.981549815498155,0.5177615571776155,0.21394775807857513
0.981549815498155,0.5180136319376826,0.21402372419834137
0.981549815498155,0.5185185185185185,0.21404924988746643
0.981549815498155,0.5187713310580204,0.21432901918888092
0.9806273062730627,0.5185365853658537,0.21445894241333008
0.9806273062730627,0.5187896534895071,0.21448425948619843
0.9797047970479705,0.5185546875,0.21448621153831482
0.9797047970479705,0.5190615835777126,0.21466590464115143
0.9797047970479705,0.5193154034229829,0.21467328071594238
0.9797047970479705,0.5195694716242661,0.21479633450508118
0.9797047970479705,0.5198237885462555,0.21508930623531342
0.9787822878228782,0.519588638589618,0.2152126133441925
0.9787822878228782,0.5198432141107301,0.21532577276229858
0.9787822878228782,0.5200980392156863,0.21564194560050964
0.9787822878228782,0.5203531142717018,0.21581943333148956
0.9787822878228782,0.5206084396467124,0.21626175940036774
0.977859778597786,0.5203730976926854,0.21669575572013855
