Model_Name,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,PR_AUC,Average_Precision,Matthews_Corr_Coef,Cohen_Kappa,Specificity,NPV,FPR,FNR,True_Positives,True_Negatives,False_Positives,False_Negatives,Best_Threshold,Total_Samples,Positive_Samples,Negative_Samples
Simple_4,0.7157894736842105,0.7161319297116677,0.6953586497890295,0.7601476014760148,0.7263111502864699,0.7821914663288322,0.7654036686311372,0.7660782998670166,0.4338084948351498,0.43195314576848776,0.6721162579473207,0.74,0.3278837420526794,0.23985239852398524,824,740,361,260,0.39,2185,1084,1101
