recall,precision
1.0,0.2808655440188465
1.0,0.2809390818641997
1.0,0.28096360303744433
1.0,0.28098812849162014
1.0,0.2810126582278481
1.0,0.2810371922472499
1.0,0.28108627314006285
1.0,0.28111082001571913
1.0,0.2811599266311468
1.0,0.2811844863731656
1.0,0.28120905040621996
1.0,0.28123361873143454
1.0,0.2813073494712925
1.0,0.2813565247793025
1.0,0.2813811188811189
1.0,0.2814549269913439
1.0,0.2814795383001049
1.0,0.2815287738324296
1.0,0.2815533980582524
1.0,0.2815780265920224
1.0,0.28170123391966395
1.0,0.2817258883248731
1.0,0.28175054704595187
1.0,0.2818739054290718
1.0,0.2819726699369306
1.0,0.28199737187910645
1.0,0.2820220781496408
1.0,0.28209622294277453
1.0,0.2821209465381245
1.0,0.28219514333304113
1.0,0.2822198842714361
1.0,0.28224462954844365
1.0,0.28226937916520517
1.0,0.2822941331228624
1.0,0.28231889142255745
1.0,0.2823436540654329
1.0,0.28241796806457276
1.0,0.2824923211935059
1.0,0.2825419117001668
1.0,0.28256671348314605
1.0,0.28259151962075324
1.0,0.28261633011413523
1.0,0.2826411449644394
1.0,0.28269078774040574
1.0,0.2827156156683647
1.0,0.28274044795783926
1.0,0.2827652846099789
1.0,0.2827901256259334
1.0,0.28281497100685293
1.0,0.2828398207538881
1.0,0.2828646748681898
1.0,0.2829392634262108
1.0,0.28298901098901097
1.0,0.283038776048536
1.0,0.2830636651424552
1.0,0.2830885586140181
1.0,0.28311345646437996
1.0,0.2831383586946961
1.0,0.28318817629981524
1.0,0.283362676056338
1.0,0.28338762214983715
1.0,0.2834375275160694
1.0,0.2835124185309142
1.0,0.28356236786469347
1.0,0.28358734913223504
1.0,0.28366231935142755
1.0,0.2837373292199207
1.0,0.28381237876917653
1.0,0.2838374041089851
1.0,0.28386243386243387
1.0,0.28388746803069054
1.0,0.2839125066149233
0.9996893445169307,0.283974585245323
0.9996893445169307,0.2840497837408421
0.9996893445169307,0.2840748587570621
0.9996893445169307,0.28409993820075924
0.9996893445169307,0.28415011037527593
0.9996893445169307,0.2842254018724607
0.9996893445169307,0.28432585262413856
0.9996893445169307,0.28435097640717505
0.9996893445169307,0.284426374403394
0.9996893445169307,0.28452696728558796
0.9996893445169307,0.2845521266248121
0.9996893445169307,0.2845772904138663
0.9996893445169307,0.28462763134618785
0.9996893445169307,0.2846528084918178
0.9996893445169307,0.284753561631714
0.9996893445169307,0.2847787610619469
0.9996893445169307,0.2848543861202089
0.9996893445169307,0.28490482514386894
0.9996893445169307,0.28513202197412724
0.9996893445169307,0.285157288435977
0.9996893445169307,0.28518255937610776
0.9996893445169307,0.2852078347957104
0.9996893445169307,0.285410199556541
0.9996893445169307,0.285486160397445
0.9996893445169307,0.2855114896637388
0.9996893445169307,0.2855368234250222
0.9996893445169307,0.28556216168249177
0.9996893445169307,0.2856128516907784
0.9996893445169307,0.28568892045454547
0.9996893445169307,0.2857142857142857
0.9996893445169307,0.2857396554786006
0.9996893445169307,0.28576502974869017
0.9996893445169307,0.2857904085257549
0.9996893445169307,0.28581579181099565
0.9996893445169307,0.2858411796056138
0.9996893445169307,0.28586657191081105
0.9996893445169307,0.2858919687277896
0.9996893445169307,0.2860190205315083
0.9996893445169307,0.2860698728775891
0.9996893445169307,0.28617163183637173
0.9996893445169307,0.2862479985767657
0.9996893445169307,0.28627346321501645
0.9996893445169307,0.28634988432105357
0.9996893445169307,0.28647734354135135
0.9993786890338614,0.28643931974000536
0.9993786890338614,0.2864648263579697
0.9993786890338614,0.2864903375189242
0.9990680335507922,0.28642679016743855
0.9990680335507922,0.28645230248508063
0.9990680335507922,0.28647781934794225
0.9990680335507922,0.28657993227588663
0.9990680335507922,0.28665656475621715
0.9990680335507922,0.2866821180246033
0.9990680335507922,0.2867076758491575
0.9990680335507922,0.2867332382310984
0.9990680335507922,0.2867588051716451
0.9990680335507922,0.2867843766720171
0.9990680335507922,0.2868099527334344
0.9990680335507922,0.28683553335711737
0.9990680335507922,0.28691230261397094
0.9990680335507922,0.2870915907873594
0.9987573780677229,0.2870535714285714
0.9987573780677229,0.2870792035003125
0.9987573780677229,0.2871048401500268
0.9987573780677229,0.28715612718828154
0.9984467225846536,0.2871694067190851
0.9984467225846536,0.2871950674649272
0.9984467225846536,0.2872464027169542
0.9984467225846536,0.287297756324305
0.9984467225846536,0.2873748211731044
0.9984467225846536,0.2875033545039807
0.9984467225846536,0.28755480003578776
0.9984467225846536,0.28758052970651393
0.9984467225846536,0.2876062639821029
0.9984467225846536,0.28773500447627576
0.9984467225846536,0.2877607664070194
0.9984467225846536,0.2878896452884271
0.9984467225846536,0.2879154349189286
0.9984467225846536,0.28794122917039955
0.9984467225846536,0.2879670280440821
0.9984467225846536,0.28799283154121863
0.9984467225846536,0.28801863966305224
0.9984467225846536,0.2880444524108263
0.9984467225846536,0.2881735855823545
0.9984467225846536,0.28827697551349896
0.9984467225846536,0.28835456666068543
0.9984467225846536,0.2883804396590399
0.9984467225846536,0.28840631730078964
0.9984467225846536,0.2884321995871848
0.9984467225846536,0.28845808651947585
0.9984467225846536,0.2884839780989139
0.9984467225846536,0.28876909254267746
0.9984467225846536,0.28884694886312573
0.9984467225846536,0.28887291030019774
0.9984467225846536,0.2888988764044944
0.9984467225846536,0.28892484717727435
0.9981360671015843,0.28886091881686593
0.9981360671015843,0.28888689084696995
0.9981360671015843,0.28891286754788237
0.9981360671015843,0.2889388489208633
0.9981360671015843,0.2891208494555926
0.9981360671015843,0.28914686825054
0.9981360671015843,0.2891728917289173
0.9981360671015843,0.28927703250202574
0.9981360671015843,0.2893030794165316
0.9981360671015843,0.28932913102206215
0.9981360671015843,0.28935518731988474
0.9981360671015843,0.2893812483112672
0.9981360671015843,0.28940731399747793
0.9981360671015843,0.28945945945945944
0.9981360671015843,0.2895116237159849
0.9981360671015843,0.2895377128953771
0.9981360671015843,0.289563806777217
0.9981360671015843,0.289589905362776
0.9981360671015843,0.2896160086533261
0.9981360671015843,0.2896421166501397
0.9981360671015843,0.2896682293544897
0.9981360671015843,0.28969434676764944
0.9981360671015843,0.2897204688908927
0.997825411618515,0.28973480064946777
0.997825411618515,0.2898393791734344
0.997825411618515,0.28999638858793786
0.997825411618515,0.2900749571028628
0.997825411618515,0.29010115606936415
0.997825411618515,0.29012735976876525
0.997825411618515,0.29015356820234867
0.997825411618515,0.2901797813713976
0.997825411618515,0.29020599927719554
0.997825411618515,0.2902322219210265
0.997825411618515,0.29025844930417494
0.997825411618515,0.2903371599023773
0.997825411618515,0.29036340625565
0.997825411618515,0.29038965735466954
0.997825411618515,0.29041591320072335
0.997825411618515,0.29054726368159206
0.997825411618515,0.2905735480369097
0.9975147561354458,0.29053564965617085
0.9975147561354458,0.2905619400959189
0.9975147561354458,0.290614535252059
0.9975147561354458,0.29066714945234
0.9975147561354458,0.29069346369726595
0.9975147561354458,0.2907197827071073
0.9975147561354458,0.2907461064831583
0.9972041006523765,0.29068187992393374
0.9972041006523765,0.2907082050353197
0.9972041006523765,0.29073453491531565
0.9972041006523765,0.2908135531799239
0.9972041006523765,0.2909189777052746
0.9972041006523765,0.2910772578890098
0.9972041006523765,0.291156462585034
0.9972041006523765,0.29139433551198257
0.9972041006523765,0.2914207898320472
0.9972041006523765,0.2914472489558743
0.9972041006523765,0.29147371288477253
0.9972041006523765,0.29150018162005087
0.9972041006523765,0.2915266551630188
0.9972041006523765,0.29155313351498635
0.9972041006523765,0.29157961667726406
0.9972041006523765,0.29160610465116277
0.9972041006523765,0.291632597437994
0.9972041006523765,0.29179165530406326
0.9972041006523765,0.2918181818181818
0.9972041006523765,0.29184471315574145
0.9972041006523765,0.2918977903064472
0.9972041006523765,0.2919243361222263
0.9972041006523765,0.29195088676671216
0.9972041006523765,0.29197744224122246
0.9972041006523765,0.2920040025470754
